tier	why	phrase	address
2	ngram8_lower	experience. you wouldn't be digging blindly with your	1Cmufbsou7boqoEkNtWDd18KAaG7ksNW69
2	ngram8_lower	experience. you wouldn't be digging blindly with your	1NC6KWCPRV4e781foeajKXP3MyEXhdXZw3
2	ngram8_lower	you wouldn't be digging blindly with your bare	17cZDdWhkes89uji9SGTUCimEUyXNM71p2
2	ngram8_lower	you wouldn't be digging blindly with your bare	1NrEhx1hZHAadGFsXsvwDrw4NHxKpvBW11
2	ngram8	wouldn't be digging blindly with your bare hands	1G5V8h8eyfaSy6L6SC4viNxkD6mPCEqqHn
2	ngram8	wouldn't be digging blindly with your bare hands	1Cz3avdUMexzVPk5ySb3r7g17ND9g9UA75
2	ngram8	be digging blindly with your bare hands in	1Dc7YCaFVUTxxsqNpE3ro7jGkvC6sJzetc
2	ngram8	be digging blindly with your bare hands in	16ASdPdLc5LhY7k8LsZJR9S4C98YW6NdMv
2	ngram8	digging blindly with your bare hands in the	1LQ31j8t6DSHoLUnsvVuaozQ8MShnNXYFS
2	ngram8	digging blindly with your bare hands in the	1Fu3R3PLN8AW7ywYbMdvhwvcaSyESay39N
2	ngram8	blindly with your bare hands in the muck	1MbV3sKrAbHgvcVfFEZAGPWf1AYWKKvNTi
2	ngram8	blindly with your bare hands in the muck	1AU748SiABt5bAUoxH8E1nzJ2ms824TtPm
2	ngram8	with your bare hands in the muck of	1JD2ZybgeEyQzVKhWict2x6X88AuyZeijj
2	ngram8	with your bare hands in the muck of	17zTByMuSL9ag5nZcQhHUZuFkd95txJCvx
2	ngram8	your bare hands in the muck of Bitcoin's	147r2ToZhNnMCD6G247jbgBvrKmSM1PpFz
2	ngram8	your bare hands in the muck of Bitcoin's	1N2553iKbCJUKqpyvK6iwmcdxWgta6ShYR
2	ngram8_lower	your bare hands in the muck of bitcoin's	1EF4E9xwxaJ4VrNR5ACTYqKUXvCrxTzaiw
2	ngram8_lower	your bare hands in the muck of bitcoin's	1FBxXXHWkhQKQzfqWoKtpSBchxDKeMRdFc
2	ngram8	bare hands in the muck of Bitcoin's rabbit	1B7KjGRYCXhgnYbcpqqquyh7dBPVNue4az
2	ngram8	bare hands in the muck of Bitcoin's rabbit	1CDgqtYCnioHYJbAAtt3W9WhCVmnumfvQQ
2	ngram8_lower	bare hands in the muck of bitcoin's rabbit	13AubiJuHQTEoH2UgvATB7nkHmtzcanay8
2	ngram8_lower	bare hands in the muck of bitcoin's rabbit	1HSQXarwxXF8x6FWhxUDJPDfTtfRGmmarS
2	ngram8	hands in the muck of Bitcoin's rabbit hole	17XnJRELiynywGth8y8i31Xx724RWhe4Nk
2	ngram8	hands in the muck of Bitcoin's rabbit hole	1MVfatenmNiQsqi6sHUjyTcuK418YsTWjw
2	ngram8_lower	hands in the muck of bitcoin's rabbit hole	1ASkzoujVpipEM4KjCwGYbZ6VLdKtQPYbQ
2	ngram8_lower	hands in the muck of bitcoin's rabbit hole	1NJ9r1Vqzihx79B59dG73Q7h4JW9diVCUe
2	ngram8	in the muck of Bitcoin's rabbit hole if	1CXizqHMPbXWgzVtXtuqAqXhmmYZhqJ6QV
2	ngram8	in the muck of Bitcoin's rabbit hole if	1J6zhPdyU89fsSJzWZqhkhGGbvPB4JE2tk
2	ngram8_lower	in the muck of bitcoin's rabbit hole if	1HFDKJjTvPKbYjbhaHhCVVGtXN3XxjEfxf
2	ngram8_lower	in the muck of bitcoin's rabbit hole if	1NWkqmYczATCeGJQyKRAk71qfagWmv9cXN
2	ngram8	the muck of Bitcoin's rabbit hole if this	1P8NWNuVy2Q9idNppa4B7LHZN8DsDX4prf
2	ngram8	the muck of Bitcoin's rabbit hole if this	14iyhfFWCUfXMGGDHDMfjBTriZVRnWGyjR
2	ngram8_lower	the muck of bitcoin's rabbit hole if this	15fjdDtvqWfRMgJysovb6VrktBdkXMo45P
2	ngram8_lower	the muck of bitcoin's rabbit hole if this	1DjYXVARpff31YN2vPAemuELfSNPTh1jXL
2	ngram8	muck of Bitcoin's rabbit hole if this weren't	1GZFLhjbgfvaoEtpLFprbmLYNDpmUtJ7tC
2	ngram8	muck of Bitcoin's rabbit hole if this weren't	13crc7rKQKYoobTpRNCTE34uvs6DpnLHTK
2	ngram8_lower	muck of bitcoin's rabbit hole if this weren't	1AcixsRMJQxCSNQihvjUK3kv2hPKeTVtcg
2	ngram8_lower	muck of bitcoin's rabbit hole if this weren't	1AzTBoQTQ7QEZsFkzCwuqcNuN4wA4sZvJv
2	ngram8	of Bitcoin's rabbit hole if this weren't true.	1H3HLmVahTSqsfFzEs3UqBxbsz3UJReGsY
2	ngram8	of Bitcoin's rabbit hole if this weren't true.	1CLBUn2K5DUvtfcz2crMF1cC1PLAmA3LYE
2	ngram8_lower	of bitcoin's rabbit hole if this weren't true.	1BNQTn9WP7Sx8a57suSGDjBe2D2Tw1ULqZ
2	ngram8_lower	of bitcoin's rabbit hole if this weren't true.	14striLk5ZXJmwnHE1CycVTSsf6Vz6doth
2	ngram8	Bitcoin's rabbit hole if this weren't true. Anything	17KaJXXkHtmvq1bMAAzGcJaA1azDaaLPgL
2	ngram8	Bitcoin's rabbit hole if this weren't true. Anything	1EiUXwg41VbkUAfHpiKys4MuaxfhbaD1Y2
2	ngram8_lower	bitcoin's rabbit hole if this weren't true. anything	18r6qMhkMCXdiNnmhgDQd2FrmiB4wwRshF
2	ngram8_lower	bitcoin's rabbit hole if this weren't true. anything	1Kp4S21T9oPSmNJkxKtvoMYgugskA7AdGg
2	ngram8	rabbit hole if this weren't true. Anything worth	1MJKLFdpAfSR8xcH7MzR7fLiLpaEFhdbju
2	ngram8	rabbit hole if this weren't true. Anything worth	1CChFhPXHS4T27P5Dq3he29vjVKnNb3EoV
2	ngram8_lower	rabbit hole if this weren't true. anything worth	1CYv7c2VAUHmKAJWm4jjEL3kBEC9wZ8AXn
2	ngram8_lower	rabbit hole if this weren't true. anything worth	1J8H8zXkFKcL4deUCAi1tWtzVu78PYp5SZ
2	ngram8	hole if this weren't true. Anything worth hearing	1P23KjHNXY5PPG9DAFRuSXXCng7CgtVUnD
2	ngram8	hole if this weren't true. Anything worth hearing	133ry2PaRtfbQDeEMCwurkiwk5ig3HiPQL
2	ngram8_lower	hole if this weren't true. anything worth hearing	1BS74YCWjbvgRmFU3MoJYwYBXeAKcxGnSV
2	ngram8_lower	hole if this weren't true. anything worth hearing	1DZHKBLN3gLw1Uifhvi4RyJrFiGBNn6dL2
2	ngram8	if this weren't true. Anything worth hearing is	1JdNmbucEzZn5N942TRW6mjzjE34jeubiE
2	ngram8	if this weren't true. Anything worth hearing is	1GyiFmg5tyXdetvssBCGx9dwrxyL7BVoTc
2	ngram8_lower	if this weren't true. anything worth hearing is	1ASMEPstLeoNAachU5b7iDvQsxpzHghtSs
2	ngram8_lower	if this weren't true. anything worth hearing is	1CdVYSNU9CphREMuHYrZn4YAxsr5BnyX5U
2	ngram8	this weren't true. Anything worth hearing is hard	1QGa4g5w5dtxRhsP3hzumbSfz73XDpcRu6
2	ngram8	this weren't true. Anything worth hearing is hard	1DreG4PXe6YsraVxTQUGVYAT4JgmybDBuS
2	ngram8_lower	this weren't true. anything worth hearing is hard	14XXBUsUdPUooXpQJ43p5daq14yFbRQohu
2	ngram8_lower	this weren't true. anything worth hearing is hard	1KT8Ga3gxuCNEzh37Vs5uyDqA6tieSfWeP
2	ngram8	weren't true. Anything worth hearing is hard to	1FDn4eaXmxxPrrgGQcmCYJZgyZpu7u3gXf
2	ngram8	weren't true. Anything worth hearing is hard to	1B6CN3M4xLnAcMUbCLC2oQ66rByZnFeK4s
2	ngram8_lower	weren't true. anything worth hearing is hard to	1vzah8uJKkEyP2hqkdwf4daYSygd178Qd
2	ngram8_lower	weren't true. anything worth hearing is hard to	1GamTCB2igJdnW6Td36CtRFdCpRFqqn7CA
2	ngram8	true. Anything worth hearing is hard to listen	18QSkHFreBbgMrzvnKbH6V667PT2g5hdcg
2	ngram8	true. Anything worth hearing is hard to listen	1FkN1vgzPUnyn1aTi9BPgPdS2rZ7Kxhzw4
2	ngram8_lower	true. anything worth hearing is hard to listen	1MrTkfkjZCtF1HHPPYfR8hiyGeK5GDbAs8
2	ngram8_lower	true. anything worth hearing is hard to listen	1JJMWCpzsy51EVd6kM5XKFqKUHLFaQCWWW
2	ngram8	worth hearing is hard to listen to. Nice,	14YCnpajJ3Spnk2ewFxTtFK8d7FsLHpXxz
2	ngram8	worth hearing is hard to listen to. Nice,	1HjdXbyDaYq53nPtodf9eBubcDnqAkGWu5
2	ngram8_lower	worth hearing is hard to listen to. nice,	15cwbrJ8VL3H12bhsvDQfDVS3tpQiWGrx2
2	ngram8_lower	worth hearing is hard to listen to. nice,	158BuRhtYfa5VonVKp9hGteWTA7yso9dWy
2	ngram8	hearing is hard to listen to. Nice, pleasant	146UTyXCD9re14fF4SQSaaX1yDKXuTeKdf
2	ngram8	hearing is hard to listen to. Nice, pleasant	1D6hAYThjHPr8Ade6DtuNqpUSP5VsWft69
2	ngram8_lower	hearing is hard to listen to. nice, pleasant	14LSrntHdEAhYcUNNx8msxvqZqpUFTGXrJ
2	ngram8_lower	hearing is hard to listen to. nice, pleasant	1D7dCx9XmjC4b5jWARJvrry8Cqn7LuRTuy
2	ngram8	is hard to listen to. Nice, pleasant words	1HhERfJBSqqffr8scerSFTxv4B3d1UEka2
2	ngram8	is hard to listen to. Nice, pleasant words	1J3eWsixd3mk8JkFcCSLJxZcuhf2qErumZ
2	ngram8_lower	is hard to listen to. nice, pleasant words	1KQbpJCwxQst9t7tj5rKSdRZF68YuPat9g
2	ngram8_lower	is hard to listen to. nice, pleasant words	1Ja1zQyXRXendL2oPWX8nfenHAw9tGrg58
2	ngram8	hard to listen to. Nice, pleasant words from	18TAVZGCPJsz4316Vs1XHc4qUPuHjWB6pS
2	ngram8	hard to listen to. Nice, pleasant words from	13Wm5cuozdPjHUNj3992sd3fhwwVqhFuHR
2	ngram8_lower	hard to listen to. nice, pleasant words from	14TY5D7DnM737ZLN5qRhTmdWze1EXQbapF
2	ngram8_lower	hard to listen to. nice, pleasant words from	1PUEVuL4Jy1pEuZUrvsM2qtqjw6KdsuhJx
2	ngram8	to listen to. Nice, pleasant words from con	12m1x2GtKxmCgFE8NM6EbsAgd9U1LdEXUH
2	ngram8	to listen to. Nice, pleasant words from con	14sDGcwr84ysDj25963FotwoazbJ2Fx9Fn
2	ngram8_lower	to listen to. nice, pleasant words from con	1GxP4HSVbFiV3XFBpBRViDzu433WLrB7V4
2	ngram8_lower	to listen to. nice, pleasant words from con	18r4nvubgWGWgoAxzFN5MD6PXGrR26icks
2	ngram8	listen to. Nice, pleasant words from con men	1KsBo986hL2hyNeqmnL8K1KhwkjajfALUD
2	ngram8	listen to. Nice, pleasant words from con men	1DNMvEz4pFRZEycLsMCK1NbggToj2e7H5U
2	ngram8_lower	listen to. nice, pleasant words from con men	1BuTZ6gXXeXF1GAiVJUmDmeRJ1fGi8T68V
2	ngram8_lower	listen to. nice, pleasant words from con men	181r1EE2WGc2EAxDCeWKKKEVhWBbsv8Eqy
2	ngram8	to. Nice, pleasant words from con men and	12hXgsonafuihyZH5WiMtsUEuZen4cfup4
2	ngram8	to. Nice, pleasant words from con men and	1AdYNWRWbviUYEZEziJW9LYTftj2bA54qh
2	ngram8_lower	to. nice, pleasant words from con men and	1H9XyZVu5BfWyJngrdTTPp1iN7sUDz7YhQ
2	ngram8_lower	to. nice, pleasant words from con men and	1HtC1p9zUZvLfr6kYWS1yEUvHi2pNThCYD
2	ngram8	Nice, pleasant words from con men and shitcoiners	1K16yvxtTegTHWUV5zXM7tpHHAvqTSbQBB
2	ngram8	Nice, pleasant words from con men and shitcoiners	1FmJFgoD2seoVDSjY949nYGw55ZBZc92Mm
2	ngram8_lower	nice, pleasant words from con men and shitcoiners	1KeQPYTj6t3QdZYLyzyRt65ssYnFo5hD4v
2	ngram8_lower	nice, pleasant words from con men and shitcoiners	1P9gwh8jRKxbq67hDtXpeW1S3qv1SfKQDQ
2	ngram8	pleasant words from con men and shitcoiners are	1DHAdtdq36FwWoWjhHg6LYCDNfroKHVKrF
2	ngram8	pleasant words from con men and shitcoiners are	1NXDgfCuohDAVnepPZCpzA9AJs8YzLUvKA
2	ngram8	words from con men and shitcoiners are easy	1APnaUL8pHTpBTuaepREssij4uXmGYcDf5
2	ngram8	words from con men and shitcoiners are easy	1BvLjmw8BqJT2v6x4EujjNfqCWT3rM2pgF
2	ngram8	from con men and shitcoiners are easy listening	1ESUpNmvJysa3vxPBe3KgTBGY8zPhb4VHe
2	ngram8	from con men and shitcoiners are easy listening	1586hTZ6BjyT2cHxxoQL1cGUH4xMGqz5dA
2	ngram8	con men and shitcoiners are easy listening for	1KGLobpYywvkCGHQqXhWukdt69LXcNa65u
2	ngram8	con men and shitcoiners are easy listening for	1NaeqxfpST1BvmQDCC2BHMcPp8xuMgMvaJ
2	ngram8	men and shitcoiners are easy listening for the	161RrryvE2xKWBSyQ6GJJs5Qqnjs3sgg2S
2	ngram8	men and shitcoiners are easy listening for the	1KdLu8K1PVy3TgDsjX2tFGNv2mszsurMf9
2	ngram8	and shitcoiners are easy listening for the gullible	1oCM8SnXNQhJySzULuHkcbatFMFR86iqa
2	ngram8	and shitcoiners are easy listening for the gullible	1Hv3PhQ7nGgsi6hL4oUFCQcpdVv9uhvRwj
2	ngram8	shitcoiners are easy listening for the gullible and	1JQdemAQpDXbFtMiZaFNF1cK5JDgZbSjke
2	ngram8	shitcoiners are easy listening for the gullible and	1NrB5jtqDHM6xnaLkuqSHxaka5q7nGkgrn
2	ngram8	easy listening for the gullible and unloved. Get	1MJvQFQJjrzgw5CXPEDajmGzwh5jKmWp73
2	ngram8	easy listening for the gullible and unloved. Get	1EeteYCQ6K6V7FRh9Ew9sUTiQ96ke7LjRV
2	ngram8_lower	easy listening for the gullible and unloved. get	1C7xqgC9qsSpEXPhkqSQTy24rXFbigRzda
2	ngram8_lower	easy listening for the gullible and unloved. get	1G3KqBfrKbL2htBMhohNuHsY8QhnZoipNn
2	ngram8	listening for the gullible and unloved. Get some	14gq2zZJsr4LQHyzTK5QjHgEyDRSmb9mjU
2	ngram8	listening for the gullible and unloved. Get some	14jL41E9iKmUu2wybzhKN8VeZjBhYBrHaZ
2	ngram8_lower	listening for the gullible and unloved. get some	15A6tLvYeQJDNSu9ERFoDxaxCBZpiRHyTG
2	ngram8_lower	listening for the gullible and unloved. get some	15wkhJMqmj8dTYtNM1v4duCZYMZTHYzkUh
2	ngram8	for the gullible and unloved. Get some toxicity.	15qhs3jnN9N7e2XEsyKCy4i8dDEQrVcmoA
2	ngram8	for the gullible and unloved. Get some toxicity.	1LkFFGUUdZqN7mr3hktSqRJhfrdtgyNkJi
2	ngram8_lower	for the gullible and unloved. get some toxicity.	1HK7qLSEhiYLtdbjovWLqQqJZdsLbrVUsf
2	ngram8_lower	for the gullible and unloved. get some toxicity.	13FxWifscvMziyipSQtVL4zarLC63uJsPH
2	ngram8	the gullible and unloved. Get some toxicity. Get	1CG6frLwNENMEAYWrA6vu1hc9ukxc8bqdS
2	ngram8	the gullible and unloved. Get some toxicity. Get	1Ha33AdDpUEA3ZxbwrcAJrtQkJssRXfhhd
2	ngram8_lower	the gullible and unloved. get some toxicity. get	16srcFfUjz2VkJ8nMsq8KGicb5jrfTvVrf
2	ngram8_lower	the gullible and unloved. get some toxicity. get	1CP6oSGAooMQ3ocCuFJL6sgyS4Atyptq78
2	ngram8	gullible and unloved. Get some toxicity. Get some	15PAWLPxsK2WnteDov99CNHfk9xxa9LLRK
2	ngram8	gullible and unloved. Get some toxicity. Get some	1FtFYj3iYKHBWnF8iPVxy3jKdZMN1wdowF
2	ngram8_lower	gullible and unloved. get some toxicity. get some	1PXKhrr84ckV1C1HEv9TiMopK5vJUMSpEe
2	ngram8_lower	gullible and unloved. get some toxicity. get some	1G3XAkSwakymg3AyF5m5F1SNmXmE7JBNoB
2	ngram8	and unloved. Get some toxicity. Get some bitcoin.	1Hb3vcDd9PiSFRx1WProc8J4YMXVcoooWQ
2	ngram8	and unloved. Get some toxicity. Get some bitcoin.	17Afnz4sEycv9RY2jkztwBS3GdhQHPps4M
2	ngram8_lower	and unloved. get some toxicity. get some bitcoin.	15KgW1YnykMNCrPpMA5bDWdmU4vQ4fimkF
2	ngram8_lower	and unloved. get some toxicity. get some bitcoin.	131RXFpftdX769XaQDrnCgqqNd6tyszfky
2	ngram8	unloved. Get some toxicity. Get some bitcoin. Open	1BZcLUUGwUggkJtRk1NhrQgwEPht4DLGoZ
2	ngram8	unloved. Get some toxicity. Get some bitcoin. Open	198qzpcCeQaXq8fFx5P8Mj3u5XYAwwkWaQ
2	ngram8_lower	unloved. get some toxicity. get some bitcoin. open	18Q7rEzbNaamp7RE8MjFgivdVwzN92E9Lc
2	ngram8_lower	unloved. get some toxicity. get some bitcoin. open	14kYCMYFLjPmXVnBW5tBqwfWh15qs3hiWZ
2	ngram8	Get some toxicity. Get some bitcoin. Open your	12nh73MF2BfaFPpCk87SK4JXBT1U4AYpoH
2	ngram8	Get some toxicity. Get some bitcoin. Open your	1FSgpVp6LCJT3XYvYzKzQQWmZ5kPHiaycJ
2	ngram8_lower	get some toxicity. get some bitcoin. open your	1GewTKiAJWc7iKZU17bQa7xwdJ1m1S3nSP
2	ngram8_lower	get some toxicity. get some bitcoin. open your	1CWgYTSkXJZPEof7UWGXyEpvLDN4KaBbna
2	ngram8	some toxicity. Get some bitcoin. Open your heart	1PwdB7FrAPEvavuTVYYc4HNtmL6txno6ZZ
2	ngram8	some toxicity. Get some bitcoin. Open your heart	15B7vxKVPLyBoXtCc9fhTbvXf1rprdt1hZ
2	ngram8_lower	some toxicity. get some bitcoin. open your heart	14xMMrbtwvfFs5ajVYrKCMtw3Xn9s25xoD
2	ngram8_lower	some toxicity. get some bitcoin. open your heart	1EXYcJnBVCx72Hpdsu7HSVJbbsXjDYhWgs
2	ngram8	toxicity. Get some bitcoin. Open your heart to	1DDPvDWsWGgoo2wLoyGyHdXsTCmtA3BxfG
2	ngram8	toxicity. Get some bitcoin. Open your heart to	14C7DsN7EH2BvTg1eqh3Fh35cRpMQJRirY
2	ngram8_lower	toxicity. get some bitcoin. open your heart to	1PfMHVhu1eLKuvQ9WnVVzn8wGm8xVWmbzi
2	ngram8_lower	toxicity. get some bitcoin. open your heart to	15pxM8Nk3S49mJ1YSmb1cdotXY9j5T33b6
2	ngram8	Get some bitcoin. Open your heart to Bitcoin.	13p4AmvCbSQZ9GQupmLLTNiR7RRq9B56eL
2	ngram8	Get some bitcoin. Open your heart to Bitcoin.	12wwDQyMr5bJvbPA1rf4aiuAU6CLsX1zKA
2	ngram8_lower	get some bitcoin. open your heart to bitcoin.	14syRibiJi3qSt2p9xZmk73PhTroqVU9sZ
2	ngram8_lower	get some bitcoin. open your heart to bitcoin.	1oHsMPrY4yajLgWGfvm4mzueuiHHUPAHx
2	ngram8	some bitcoin. Open your heart to Bitcoin. It's	1JE83PZn7GqbEDBMWdx8YrmYSUFhgKPsKX
2	ngram8	some bitcoin. Open your heart to Bitcoin. It's	19eveRgcwvtJzxV62x1CRQMrVzLE83guwx
2	ngram8_lower	some bitcoin. open your heart to bitcoin. it's	1Na2gau3dCJViLVmNU8T3o3ZGPxsj3RQT7
2	ngram8_lower	some bitcoin. open your heart to bitcoin. it's	1HazEvE7aAzxR9kjXw3rYiEUQEUUecamGU
2	ngram8	bitcoin. Open your heart to Bitcoin. It's the	1LVFhtfcrYXzBArgYA7bedKLEieDFiVop2
2	ngram8	bitcoin. Open your heart to Bitcoin. It's the	12i1uvA2WnfwZN7edp7Sxzv53bQSDGfC21
2	ngram8_lower	bitcoin. open your heart to bitcoin. it's the	1JBwndq9fteEoPSfeE2cwH54iyiWvF617Z
2	ngram8_lower	bitcoin. open your heart to bitcoin. it's the	114xaB2PEGN43MSzGQnuGvDwKNRVCLD6Pb
2	ngram8	Open your heart to Bitcoin. It's the freaking	1Pf5439AKwGuh6qnzyQYXRZ1Z68zKw5h9z
2	ngram8	Open your heart to Bitcoin. It's the freaking	1J5YXQ9YhmaE8NbJrxJbqdpEoqN7wMYssf
2	ngram8_lower	open your heart to bitcoin. it's the freaking	19agudeDpyPNKCNykk9PWxCMHjogZTCp4R
2	ngram8_lower	open your heart to bitcoin. it's the freaking	148ZroG5LatVyaqGCmLTGJpzdsnPyED57M
2	ngram8	your heart to Bitcoin. It's the freaking UTXO	149buvEAHfhSzZn6kf7XtYUhU3xaif9W8E
2	ngram8	your heart to Bitcoin. It's the freaking UTXO	1MDjPDXcTSf77EGiWaGjmDnQ1qpKYxQeHs
2	ngram8_lower	your heart to bitcoin. it's the freaking utxo	1HRrvEK8JnCDs2GM515Dhq7GFdoUtvnq3Y
2	ngram8_lower	your heart to bitcoin. it's the freaking utxo	18awNA5z8oxuCPJsPSHErfmjSYnvSrEDym
2	ngram8	heart to Bitcoin. It's the freaking UTXO ghetto	18vWAngAA2RvrUVmnnesZFnorjQA7UavRy
2	ngram8	heart to Bitcoin. It's the freaking UTXO ghetto	1GLMMiaNCEiaSqwM2wfvpWY8vuxikrsAFm
2	ngram8_lower	heart to bitcoin. it's the freaking utxo ghetto	1J7G3koLuUZL2AwmVnhPAMFB3CxTaSFmY2
2	ngram8_lower	heart to bitcoin. it's the freaking utxo ghetto	19cCHXyEwDXKzZhWG6CacwvjufUeBYf438
2	ngram8	to Bitcoin. It's the freaking UTXO ghetto up	12SUcoeS3M7MkJkLPwyWcUcU2Hn1nQgkuq
2	ngram8	to Bitcoin. It's the freaking UTXO ghetto up	19fc5nXQjh9Hj9FJM8Neb6jZosJmAzz8HQ
2	ngram8_lower	to bitcoin. it's the freaking utxo ghetto up	135DYeue4sPo2LYDW8MnrdvDyvXG7khdWR
2	ngram8_lower	to bitcoin. it's the freaking utxo ghetto up	1Eo74WmS8aohUVhxqvTx2Xkd8SFuH7NMi8
2	ngram8	Bitcoin. It's the freaking UTXO ghetto up in	17djuDGNXdihafD5MYrt2Uox7ph1AwsQ1T
2	ngram8	Bitcoin. It's the freaking UTXO ghetto up in	1ETtFfGoCRZ3G4CgLaWXhnT4AyKJrKno63
2	ngram8_lower	bitcoin. it's the freaking utxo ghetto up in	12VrxiQXV5ZHibLcDji5PwbyPCRzY9hsMi
2	ngram8_lower	bitcoin. it's the freaking utxo ghetto up in	1NNuzpW7yUvBuQEd6NuuaEwLzuPoPR7vzk
2	ngram8	It's the freaking UTXO ghetto up in here,	1Ei3v6KARTuDiqyAQXCojxgfq9oHiMBxQu
2	ngram8	It's the freaking UTXO ghetto up in here,	1NGUxEFcdUwSWCiwKLfQsPMKrhhG8qcQ21
2	ngram8_lower	it's the freaking utxo ghetto up in here,	16iAo3a9WUAMYM2zaYCKVnNae1AG9WA2hj
2	ngram8_lower	it's the freaking utxo ghetto up in here,	1LMA9cZXjQw8XKPVPTKhFwxH4NovkmxnJ
2	ngram8	the freaking UTXO ghetto up in here, y'all.	19He5CU6x5CPB7nqmwBjXUHLx9HjjFunVN
2	ngram8	the freaking UTXO ghetto up in here, y'all.	18ExEphUvnaFiMmt2NfeMauBm7iHMLsyY6
2	ngram8_lower	the freaking utxo ghetto up in here, y'all.	1HLwuAFaFatQW6WkAfAAS1AjaTq8QZ7ad9
2	ngram8_lower	the freaking utxo ghetto up in here, y'all.	1M6stB7wgL8wSUtRLu2xXZUedB2h5JFcEN
2	ngram8	freaking UTXO ghetto up in here, y'all. It's	1AmTGLmctXU5Yv33ytxHxBvEMYb56m5NRV
2	ngram8	freaking UTXO ghetto up in here, y'all. It's	17yQeMs7Vs9nhwRQXqbzVfWghJTAf2Z8Eb
2	ngram8_lower	freaking utxo ghetto up in here, y'all. it's	15VaEcwXRLVZUkUSv9Ltnn7oXroe6TZZe7
2	ngram8_lower	freaking utxo ghetto up in here, y'all. it's	13FTd9AkUgTXyxHMGJonWE4hqX6nWHNvGq
2	ngram8	UTXO ghetto up in here, y'all. It's funkier	16pKX2yzkr4CNhZcLLTkoMUjB8tHMTspP5
2	ngram8	UTXO ghetto up in here, y'all. It's funkier	1MA89uHcoujfqkRzXr4XwgbyHNZppSjWP2
2	ngram8_lower	utxo ghetto up in here, y'all. it's funkier	17i1Eyeyq31C297TDQ78TYv6uRNEARRZ1i
2	ngram8_lower	utxo ghetto up in here, y'all. it's funkier	1rPsXiEdpDQc9eKYsvcy5szhXQPXS3nEq
2	ngram8	ghetto up in here, y'all. It's funkier than	12H4DYA8XaK4hBbH6SKbdVWqH723TFeDAj
2	ngram8	ghetto up in here, y'all. It's funkier than	12FeigWjWwfeqUKfcrvVdYtYjVCkZfsWSo
2	ngram8_lower	ghetto up in here, y'all. it's funkier than	12L4gXE1QxegMb156qW8dyN8ykY77HQRm8
2	ngram8_lower	ghetto up in here, y'all. it's funkier than	1ATq7YXyDNEg9NP3odQdJe5Bpxr6ntqgRD
2	ngram8	up in here, y'all. It's funkier than a	17kvGwDf7qvL8XQGzcFwsnQ29PCzrEQvhN
2	ngram8	up in here, y'all. It's funkier than a	12a4x92n1oTLFswJ2jyC7TgtUcgpinrpVh
2	ngram8_lower	up in here, y'all. it's funkier than a	1NVgWgS7kVkky7BbUSSGrR7gkuzfXbD39e
2	ngram8_lower	up in here, y'all. it's funkier than a	16y2gdMmMVUaJtwJkFPvujRjPA7WJriYCc
2	ngram8	in here, y'all. It's funkier than a whole	175UyXndPjCAHpJLvPrgwCWKXwg7Ya2Gvw
2	ngram8	in here, y'all. It's funkier than a whole	1FX2dXNBgycmwFN5J8zegXCGVwhkqU9qv2
2	ngram8_lower	in here, y'all. it's funkier than a whole	1C7dYB8tTq9PfoPcLHPPHcQnaBhmkaCnxq
2	ngram8_lower	in here, y'all. it's funkier than a whole	198uH97kn8j68eEWTqjKdsskE7MWS5Vicq
2	ngram8	here, y'all. It's funkier than a whole parallel	1EBwkLHStUE1aGfXzCvuHsYTjGJwVPaRxg
2	ngram8	here, y'all. It's funkier than a whole parallel	1GYEP2CwFfKRi6GQSFPFTiJcwGmg8FptK2
2	ngram8_lower	here, y'all. it's funkier than a whole parallel	1FhdCPb4qWy2ZieCFt3bsBgijbbahEVs2n
2	ngram8_lower	here, y'all. it's funkier than a whole parallel	12ZDdxwJgQsV73bdabT6CC27iuEtL6irmZ
2	ngram8	y'all. It's funkier than a whole parallel universe	1JiQXwGg3qzWT1XUP5oPZp3dEouDLqqong
2	ngram8	y'all. It's funkier than a whole parallel universe	1EXSQPwvEG2bc3XJ6g3pGzPa9Gp7iguYLD
2	ngram8_lower	y'all. it's funkier than a whole parallel universe	17SLEyGEswuiXMJAhZYan5rVUoUGYhRCCQ
2	ngram8_lower	y'all. it's funkier than a whole parallel universe	1E37xWWAwwA4AY8LWGV1VqmLjnNxvkT6EU
2	ngram8	It's funkier than a whole parallel universe full	1GYcw9PEbtdfwu42NiwmLicKfWLhUGgoTr
2	ngram8	It's funkier than a whole parallel universe full	1GwTD4C1MRpEswfD8aWnex7aa67hBJiyGa
2	ngram8_lower	it's funkier than a whole parallel universe full	197JaW1wFx2SWaqQ9sL87a3WRMFTUwoPv2
2	ngram8_lower	it's funkier than a whole parallel universe full	17iw41Cruaqi9xUGe7corm2sNPnSzpDDaU
2	ngram8	funkier than a whole parallel universe full of	1Ho6G7p77CYGsYPX2gq7EoVuT79J7nWDyH
2	ngram8	funkier than a whole parallel universe full of	1HQ1n2sUpn44dGjfCCXsDyNL2Zosw9MpLB
2	ngram8	than a whole parallel universe full of nothing	139c9tEt5tP8VZSSVue6m2Eu9c5KVcr7FL
2	ngram8	than a whole parallel universe full of nothing	13jSK21o5pwFkb2w8Qsc9qxf1iJKoJPkqS
